Line#,Date,"Temperature (MX-TEMP-2 20835814:20835814-1), *C, 20835814","RH (MX-RH-2 20835814:20835814-2), %, 20835814","Dew Point (MX-TEMP-2 20835814:20835814-4), *C, 20835814","Temperature (MX-TEMP-2 20835815:20835815-1), *C, 20835815","RH (MX-RH-2 20835815:20835815-2), %, 20835815","Dew Point (MX-TEMP-2 20835815:20835815-4), *C, 20835815","Temperature (MX-TEMP-2 20835816:20835816-1), *C, 20835816","RH (MX-RH-2 20835816:20835816-2), %, 20835816","Dew Point (MX-TEMP-2 20835816:20835816-4), *C, 20835816","Temperature (MX-TEMP-2 20835817:20835817-1), *C, 20835817","RH (MX-RH-2 20835817:20835817-2), %, 20835817","Dew Point (MX-TEMP-2 20835817:20835817-4), *C, 20835817","Temperature (MX-TEMP-2 20835818:20835818-1), *C, 20835818","RH (MX-RH-2 20835818:20835818-2), %, 20835818","Dew Point (MX-TEMP-2 20835818:20835818-4), *C, 20835818","Temperature (MX-TEMP-2 20835819:20835819-1), *C, 20835819","RH (MX-RH-2 20835819:20835819-2), %, 20835819","Dew Point (MX-TEMP-2 20835819:20835819-4), *C, 20835819","Temperature (MX-TEMP-2 20835820:20835820-1), *C, 20835820","RH (MX-RH-2 20835820:20835820-2), %, 20835820","Dew Point (MX-TEMP-2 20835820:20835820-4), *C, 20835820","Temperature (MX-TEMP-2 20835821:20835821-1), *C, 20835821","RH (MX-RH-2 20835821:20835821-2), %, 20835821","Dew Point (MX-TEMP-2 20835821:20835821-4), *C, 20835821","Temperature (MX-TEMP-2 20835822:20835822-1), *C, 20835822","RH (MX-RH-2 20835822:20835822-2), %, 20835822","Dew Point (MX-TEMP-2 20835822:20835822-4), *C, 20835822","Temperature (MX-TEMP-2 20835823:20835823-1), *C, 20835823","RH (MX-RH-2 20835823:20835823-2), %, 20835823","Dew Point (MX-TEMP-2 20835823:20835823-4), *C, 20835823","Temperature (MX-TEMP-2 20835824:20835824-1), *C, 20835824","RH (MX-RH-2 20835824:20835824-2), %, 20835824","Dew Point (MX-TEMP-2 20835824:20835824-4), *C, 20835824","Temperature (MX-TEMP-2 20835825:20835825-1), *C, 20835825","RH (MX-RH-2 20835825:20835825-2), %, 20835825","Dew Point (MX-TEMP-2 20835825:20835825-4), *C, 20835825","Temperature (MX-TEMP-2 20843228:20843228-1), *C, 20843228","RH (MX-RH-2 20843228:20843228-2), %, 20843228","Dew Point (MX-TEMP-2 20843228:20843228-4), *C, 20843228","Temperature (MX-TEMP-2 20843229:20843229-1), *C, 20843229","RH (MX-RH-2 20843229:20843229-2), %, 20843229","Dew Point (MX-TEMP-2 20843229:20843229-4), *C, 20843229","Temperature (MX-TEMP-2 20843230:20843230-1), *C, 20843230","RH (MX-RH-2 20843230:20843230-2), %, 20843230","Dew Point (MX-TEMP-2 20843230:20843230-4), *C, 20843230","Temperature (MX-TEMP-2 20843231:20843231-1), *C, 20843231","RH (MX-RH-2 20843231:20843231-2), %, 20843231","Dew Point (MX-TEMP-2 20843231:20843231-4), *C, 20843231","Temperature (MX-TEMP-2 20843233:20843233-1), *C, 20843233","RH (MX-RH-2 20843233:20843233-2), %, 20843233","Dew Point (MX-TEMP-2 20843233:20843233-4), *C, 20843233","Temperature (MX-TEMP-2 20843235:20843235-1), *C, 20843235","RH (MX-RH-2 20843235:20843235-2), %, 20843235","Dew Point (MX-TEMP-2 20843235:20843235-4), *C, 20843235","Temperature (MX-TEMP-2 20843236:20843236-1), *C, 20843236","RH (MX-RH-2 20843236:20843236-2), %, 20843236","Dew Point (MX-TEMP-2 20843236:20843236-4), *C, 20843236","Temperature (MX-TEMP-2 20843238:20843238-1), *C, 20843238","RH (MX-RH-2 20843238:20843238-2), %, 20843238","Dew Point (MX-TEMP-2 20843238:20843238-4), *C, 20843238","Temperature (MX-TEMP-2 20843239:20843239-1), *C, 20843239","RH (MX-RH-2 20843239:20843239-2), %, 20843239","Dew Point (MX-TEMP-2 20843239:20843239-4), *C, 20843239"
117,05/14/20 16:24:35,,,,,,,,,,,,,,,,,,,22.96,29.39,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,05/14/20 16:26:27,,,,,,,,,,,,,,,,,,,,,,,,,22.87,29.07,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,05/14/20 16:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,29.15,3.98,,,,,,,,,,,,,,,
120,05/14/20 16:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83,29.34,4.04,,,,,,,,,,,,,,,,,,
121,05/14/20 16:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.90,29.18,4.02,,,,,,,,,,,,,,,,,,,,,
122,05/14/20 16:30:01,,,,22.90,29.75,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,05/14/20 16:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,30.38,4.58
124,05/14/20 16:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,29.62,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,05/14/20 16:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,30.14,4.47,,,,,,,,,,,,,,,,,,,,,,,,
126,05/14/20 16:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.91,28.24,3.57,,,,,,
127,05/14/20 16:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88,30.53,4.66,,,
128,05/14/20 16:37:59,,,,,,,,,,,,,,,,,,,,,,22.87,29.66,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,05/14/20 16:39:05,2.03,77.17,-1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,05/14/20 16:40:00,,,,,,,,,,,,,,,,22.85,29.62,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,05/14/20 16:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.31,4.01,,,,,,,,,,,,
132,05/14/20 16:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,30.67,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,05/14/20 16:42:40,,,,,,,,,,22.86,29.61,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,05/14/20 16:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.91,29.25,4.07,,,,,,,,,
135,05/14/20 16:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,29.03,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,05/14/20 16:43:41,,,,,,,,,,,,,22.86,29.81,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,05/14/20 16:44:35,,,,,,,,,,,,,,,,,,,22.92,29.47,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,05/14/20 16:46:27,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.63,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,05/14/20 16:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82,29.54,4.13,,,,,,,,,,,,,,,
140,05/14/20 16:48:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.84,32.19,5.38,,,,,,,,,,,,,,,,,,
141,05/14/20 16:49:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,31.02,4.88,,,,,,,,,,,,,,,,,,,,,
142,05/14/20 16:50:01,,,,22.88,30.07,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,05/14/20 16:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,32.66,5.62
144,05/14/20 16:56:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.49,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,05/14/20 16:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83,30.15,4.44,,,,,,,,,,,,,,,,,,,,,,,,
146,05/14/20 16:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.76,28.28,3.46,,,,,,
147,05/14/20 16:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94,29.86,4.39,,,
148,05/14/20 16:57:59,,,,,,,,,,,,,,,,,,,,,,22.84,29.57,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,05/14/20 16:59:05,1.91,78.82,-1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,05/14/20 17:00:00,,,,,,,,,,,,,,,,22.83,29.65,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,05/14/20 17:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,30.51,4.59,,,,,,,,,,,,
152,05/14/20 17:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,31.33,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,05/14/20 17:02:40,,,,,,,,,,22.82,29.66,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,05/14/20 17:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99,32.91,5.83,,,,,,,,,
155,05/14/20 17:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.97,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,05/14/20 17:03:41,,,,,,,,,,,,,22.83,29.97,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,05/14/20 17:04:35,,,,,,,,,,,,,,,,,,,22.87,29.65,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,05/14/20 17:06:27,,,,,,,,,,,,,,,,,,,,,,,,,22.78,29.57,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,05/14/20 17:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79,29.46,4.07,,,,,,,,,,,,,,,
160,05/14/20 17:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.71,4.21,,,,,,,,,,,,,,,,,,
161,05/14/20 17:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,29.48,4.14,,,,,,,,,,,,,,,,,,,,,
162,05/14/20 17:10:01,,,,22.84,29.90,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,05/14/20 17:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,29.10,3.96
164,05/14/20 17:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77,29.52,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,05/14/20 17:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83,30.18,4.45,,,,,,,,,,,,,,,,,,,,,,,,
166,05/14/20 17:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65,28.52,3.49,,,,,,
167,05/14/20 17:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.91,30.14,4.50,,,
168,05/14/20 17:17:59,,,,,,,,,,,,,,,,,,,,,,22.80,29.61,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,05/14/20 17:19:05,1.69,81.38,-1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,05/14/20 17:20:00,,,,,,,,,,,,,,,,22.83,30.06,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,05/14/20 17:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.84,30.72,4.71,,,,,,,,,,,,
172,05/14/20 17:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93,31.47,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,05/14/20 17:22:40,,,,,,,,,,22.79,29.80,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,05/14/20 17:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01,29.51,4.29,,,,,,,,,
175,05/14/20 17:23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,29.51,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,05/14/20 17:23:41,,,,,,,,,,,,,22.81,29.95,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,05/14/20 17:24:35,,,,,,,,,,,,,,,,,,,22.85,29.68,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,05/14/20 17:26:27,,,,,,,,,,,,,,,,,,,,,,,,,22.71,29.32,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,05/14/20 17:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.76,30.22,4.40,,,,,,,,,,,,,,,
180,05/14/20 17:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80,31.51,5.04,,,,,,,,,,,,,,,,,,
181,05/14/20 17:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80,30.64,4.64,,,,,,,,,,,,,,,,,,,,,
182,05/14/20 17:30:01,,,,22.82,30.14,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,05/14/20 17:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.63,4.17
184,05/14/20 17:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71,29.60,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,05/14/20 17:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.99,4.34,,,,,,,,,,,,,,,,,,,,,,,,
186,05/14/20 17:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58,28.91,3.63,,,,,,
187,05/14/20 17:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,29.64,4.22,,,
188,05/14/20 17:37:59,,,,,,,,,,,,,,,,,,,,,,22.77,29.61,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,05/14/20 17:39:05,1.72,81.24,-1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,05/14/20 17:40:00,,,,,,,,,,,,,,,,22.81,29.55,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,05/14/20 17:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,29.61,4.16,,,,,,,,,,,,
192,05/14/20 17:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.90,30.54,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,05/14/20 17:42:40,,,,,,,,,,22.77,29.55,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,05/14/20 17:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,29.52,4.26,,,,,,,,,
195,05/14/20 17:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.67,29.57,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,05/14/20 17:43:41,,,,,,,,,,,,,22.81,29.93,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,05/14/20 17:44:35,,,,,,,,,,,,,,,,,,,22.82,29.58,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,05/14/20 17:46:27,,,,,,,,,,,,,,,,,,,,,,,,,22.62,29.43,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,05/14/20 17:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.67,29.08,3.78,,,,,,,,,,,,,,,
200,05/14/20 17:48:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.70,29.28,3.91,,,,,,,,,,,,,,,,,,
201,05/14/20 17:49:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.70,29.42,3.97,,,,,,,,,,,,,,,,,,,,,
202,05/14/20 17:50:01,,,,22.81,29.87,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,05/14/20 17:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75,29.15,3.88
204,05/14/20 17:56:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.64,29.57,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,05/14/20 17:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75,30.22,4.39,,,,,,,,,,,,,,,,,,,,,,,,
206,05/14/20 17:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61,28.72,3.55,,,,,,
207,05/14/20 17:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71,29.86,4.20,,,
208,05/14/20 17:57:59,,,,,,,,,,,,,,,,,,,,,,22.70,29.67,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,05/14/20 17:59:05,1.32,83.50,-1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,05/14/20 18:00:00,,,,,,,,,,,,,,,,22.78,29.84,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,05/14/20 18:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65,30.88,4.62,,,,,,,,,,,,
212,05/14/20 18:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82,31.61,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,05/14/20 18:02:40,,,,,,,,,,22.69,29.73,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,05/14/20 18:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77,29.84,4.23,,,,,,,,,
215,05/14/20 18:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.55,29.70,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,05/14/20 18:03:41,,,,,,,,,,,,,22.69,29.94,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,05/14/20 18:04:35,,,,,,,,,,,,,,,,,,,22.73,29.74,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,05/14/20 18:06:27,,,,,,,,,,,,,,,,,,,,,,,,,22.54,29.97,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,05/14/20 18:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56,30.38,4.31,,,,,,,,,,,,,,,
220,05/14/20 18:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.57,29.89,4.09,,,,,,,,,,,,,,,,,,
221,05/14/20 18:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61,29.81,4.08,,,,,,,,,,,,,,,,,,,,,
222,05/14/20 18:10:01,,,,22.70,30.07,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,05/14/20 18:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.62,29.82,4.10
224,05/14/20 18:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56,29.63,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,05/14/20 18:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66,30.17,4.29,,,,,,,,,,,,,,,,,,,,,,,,
226,05/14/20 18:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.55,28.48,3.38,,,,,,
227,05/14/20 18:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58,30.78,4.52,,,
228,05/14/20 18:17:59,,,,,,,,,,,,,,,,,,,,,,22.61,29.72,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,05/14/20 18:19:05,1.20,83.46,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,05/14/20 18:20:00,,,,,,,,,,,,,,,,22.68,29.80,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,05/14/20 18:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.53,29.53,3.88,,,,,,,,,,,,
232,05/14/20 18:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.62,30.80,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,05/14/20 18:22:40,,,,,,,,,,22.57,29.69,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,05/14/20 18:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54,31.67,4.89,,,,,,,,,
235,05/14/20 18:23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48,29.98,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,05/14/20 18:23:41,,,,,,,,,,,,,22.63,29.98,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,05/14/20 18:24:35,,,,,,,,,,,,,,,,,,,22.62,29.61,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,05/14/20 18:26:27,,,,,,,,,,,,,,,,,,,,,,,,,22.43,29.92,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,05/14/20 18:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.43,30.70,4.35,,,,,,,,,,,,,,,
240,05/14/20 18:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.41,29.93,3.97,,,,,,,,,,,,,,,,,,
241,05/14/20 18:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44,30.95,4.48,,,,,,,,,,,,,,,,,,,,,
242,05/14/20 18:30:01,,,,22.60,30.12,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,05/14/20 18:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.50,30.16,4.15
244,05/14/20 18:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44,29.75,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,05/14/20 18:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54,30.02,4.12,,,,,,,,,,,,,,,,,,,,,,,,
246,05/14/20 18:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54,28.61,3.44,,,,,,
247,05/14/20 18:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46,29.59,3.84,,,
248,05/14/20 18:37:59,,,,,,,,,,,,,,,,,,,,,,22.50,29.72,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,05/14/20 18:39:05,1.21,83.61,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,05/14/20 18:40:00,,,,,,,,,,,,,,,,22.53,29.66,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,05/14/20 18:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.41,29.71,3.86,,,,,,,,,,,,
252,05/14/20 18:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.42,30.38,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,05/14/20 18:42:40,,,,,,,,,,22.50,29.59,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,05/14/20 18:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37,29.91,3.92,,,,,,,,,
255,05/14/20 18:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34,29.51,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
